283	309	93	244	115
252	262	185	271	124
335	168	131	339	176
269	178	165	279	166
324	189	123	326	178
237	185	208	35	157
307	231	82	281	187
311	352	234	290	154
283	214	189	218	209
334	241	215	287	172
299	295	256	244	166
293	195	200	301	136
206	167	183	243	172
296	124	197	180	159
282	349	117	165	266
348	148	51	167	215
332	185	176	240	150
312	187	161	201	260
157	277	357	144	132
242	268	214	157	157
313	194	212	184	201
330	183	64	328	187
272	246	151	275	133
231	253	199	213	224
324	114	30	285	154
305	151	187	230	136
287	371	284	248	131
255	210	93	148	102
290	292	174	274	202
339	179	139	310	177
291	170	134	219	212
185	441	379	197	67
352	266	259	328	172
225	240	113	243	132
239	161	186	229	212
240	167	77	249	230
305	242	174	327	195
294	185	114	295	107
294	258	209	229	180
309	214	115	145	210
224	293	206	218	154
239	237	97	164	102
314	117	88	320	207
287	252	144	281	162
338	216	93	258	145
352	213	137	224	140
311	201	227	297	232
290	271	145	248	197
241	235	174	98	174
289	220	214	300	170
269	161	192	163	183
310	243	151	223	198
245	255	170	227	188
229	211	210	188	153
304	217	223	355	169
299	127	211	255	229
304	143	31	86	171
312	194	154	327	232
239	408	324	96	119
268	286	169	248	238
340	194	99	326	211
269	297	162	233	209
219	343	173	173	38
251	274	199	231	142
283	132	160	283	222
257	150	224	238	182
322	285	242	302	128
312	199	199	221	193
179	272	334	159	106
328	281	211	336	171
318	206	206	308	215
339	239	194	223	144
266	169	263	264	203
272	205	82	315	196
298	333	293	218	112
261	210	154	258	163
285	170	64	188	196
264	219	289	88	76
264	232	152	217	208
321	207	124	233	185
337	303	235	351	229
324	222	153	356	187
250	297	172	194	222
360	224	150	258	207
265	267	274	217	101
264	255	222	143	147
277	216	192	275	156
312	238	188	283	196
314	120	101	227	163
268	188	213	227	216
253	363	266	241	192
323	139	148	314	117
274	175	154	331	177
277	122	188	196	207
278	256	156	195	158
369	202	125	302	195
279	251	201	231	141
301	216	147	336	164
241	279	155	164	181
237	285	172	116	193
258	246	145	133	166
289	241	99	199	179
295	37	53	170	223
333	214	85	244	174
288	218	165	327	255
291	209	18	118	185
324	352	234	364	100
341	257	214	328	162
345	147	117	379	194
321	145	217	257	158
302	175	133	369	195
266	166	66	368	155
268	220	192	151	209
234	373	224	264	117
242	298	187	103	123
282	232	272	275	189
348	176	119	368	167
283	299	171	230	217
272	369	204	188	172
271	262	209	426	147
300	169	154	312	161
297	305	205	150	142
294	161	130	144	126
286	211	170	275	137
306	123	21	215	215
237	268	240	162	170
292	201	140	243	147
291	315	207	332	143
310	115	173	343	193
341	256	45	234	169
302	185	122	289	166
257	323	105	99	144
309	197	186	295	170
279	325	204	300	160
284	215	138	255	229
281	307	147	104	141
274	213	165	355	186
274	201	227	269	131
329	288	212	241	170
322	218	152	280	176
274	184	121	209	251
306	255	235	309	142
279	203	106	90	187
264	299	176	307	188
292	254	209	261	166
292	223	110	326	200
237	153	134	170	173
248	254	155	266	115
250	275	170	142	207
309	255	173	269	149
277	401	229	172	185
287	225	228	217	131
325	353	225	175	152
276	191	193	232	177
341	116	117	288	221
249	161	112	281	105
251	364	250	229	145
248	245	251	213	129
226	243	190	91	176
330	235	205	347	169
247	253	115	338	190
308	276	111	380	113
335	172	172	149	193
283	223	173	251	193
363	204	163	295	203
255	196	106	279	217
274	204	102	125	106
280	118	82	234	169
306	238	171	249	198
291	190	112	137	270
266	185	211	263	152
288	201	134	221	220
341	287	159	125	142
369	331	150	289	216
337	297	97	263	100
236	220	246	274	184
292	219	109	206	205
345	179	147	203	246
260	325	225	177	145
224	284	271	236	152
288	147	70	316	148
285	323	214	278	162
400	285	125	324	178
287	193	121	253	177
247	252	221	120	170
300	156	233	181	212
228	293	223	273	220
251	228	14	191	162
274	287	181	215	169
277	148	129	237	196
327	211	156	220	148
297	185	88	360	136
286	251	118	259	158
294	213	128	214	204
266	195	84	282	187
346	204	107	150	198
218	276	191	90	229
222	210	155	185	166
278	216	297	207	306
286	159	58	242	268
343	226	114	344	186
261	310	275	113	198
357	171	193	296	199
233	222	173	241	213
236	241	273	205	145
253	258	115	113	201
288	283	241	283	71
293	224	178	222	134
287	110	161	143	178
251	323	176	248	159
277	155	100	274	183
293	222	191	195	136
293	148	26	257	197
388	244	50	333	124
279	259	151	197	182
305	192	260	204	114
335	201	114	283	187
233	333	307	228	135
270	250	176	178	194
248	206	215	193	200
291	428	300	227	120
236	358	239	268	166
306	170	92	242	167
303	273	170	435	163
270	131	195	170	189
312	220	240	206	194
278	144	179	243	174
344	102	192	273	174
262	271	186	167	129
357	54	109	239	228
289	267	167	235	187
343	199	63	285	209
320	207	158	284	186
232	139	146	304	238
317	236	255	285	127
267	260	197	268	156
335	74	167	299	217
221	283	226	218	131
308	279	137	217	175
255	337	207	244	151
284	142	179	233	175
280	256	274	123	175
282	333	248	392	112
238	292	115	244	196
269	85	128	219	197
335	214	216	287	193
313	207	167	174	172
365	164	119	147	142
288	193	147	199	196
297	108	112	209	130
264	97	170	236	142
341	121	93	359	127
343	107	29	230	214
289	249	123	200	209
279	248	224	210	173
263	161	189	244	165
289	198	197	329	117
267	366	179	317	95
294	199	162	134	208
